year,major,on_campus,main_reason_for_taking_isb,trips_per_day,duration_per_day,date,has_exam,start,end,bus_num,time,weather,num_people_at_bus_stop,waiting_time,waiting_time_satisfaction,crowdedness,crowdedness_satisfaction,comfort,safety,overall_satisfaction
Year 4,law,Yes,To go to class,3,19,2024-10-24,No,LT27 / S17,IT / CLB,A1,1900-01-01 09:41:45,Sunny,14,8,8,6,5,7,7,6
Year 4,sociology,No,To go to class,2,9,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 12:05:59,Sunny,13,4,6,9,2,4,7,5
Year 3,biomedical engineering,No,To go to CCA sessions,2,30,2024-10-24,No,LT27 / S17,LT13 / Ventus,A2,1900-01-01 13:29:26,Sunny,11,7,7,4,4,4,5,7
Year 2,psychology,No,To go to class,3,19,2024-10-24,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 12:31:01,Sunny,13,6,6,7,5,6,7,6
Year 4,architecture,No,To go to class,2,5,2024-10-24,Yes,UHC / Opp UHC,LT27 / S17,D2,1900-01-01 12:47:07,Sunny,12,11,4,7,2,4,9,6
Year 3,biomedical engineering,Yes,To go to class,2,32,2024-10-24,Yes,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 16:09:28,Sunny,24,17,6,4,2,6,3,5
Year 1,accountancy,No,To go for meals,2,28,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 13:20:54,Sunny,23,7,9,7,7,1,9,4
Year 3,business analytics,No,To go to class,3,21,2024-10-24,No,UHC / Opp UHC,UTown,D2,1900-01-01 11:31:05,Sunny,20,6,5,6,4,5,5,5
Year 2,life sciences,Yes,To go to class,2,16,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,1900-01-01 12:48:03,Sunny,15,4,3,8,6,7,7,6
Year 4,mathematics,No,To go to class,1,16,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 09:55:39,Sunny,26,2,7,10,5,3,5,8
Year 3,anthropology,Yes,To go for meals,2,17,2024-10-24,Yes,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 11:21:32,Sunny,45,5,6,7,2,7,7,6
Year 3,biomedical engineering,Yes,To go to class,3,28,2024-10-24,No,PGP,UTown,D2,1900-01-01 16:05:01,Sunny,15,15,6,1,4,7,8,7
Year 2,law,No,To go to class,3,28,2024-10-24,No,UTown,IT / CLB,D1,1900-01-01 14:33:44,Sunny,39,8,6,8,5,1,6,7
Year 4,materials science and engineering,No,To go to class,2,19,2024-10-24,No,UTown,PGP,D2,1900-01-01 10:56:43,Sunny,13,6,6,10,6,5,8,5
Year 1,materials science and engineering,No,To go to class,4,19,2024-10-24,No,LT13 / Ventus,UTown,D1,1900-01-01 09:11:22,Sunny,25,6,6,7,4,6,4,6
Year 1,food science and technology,No,To go for meals,3,20,2024-10-24,Yes,COM3,UTown,D2,1900-01-01 11:53:36,Sunny,13,8,7,7,6,4,7,4
Year 3,nursing,No,To go to class,2,14,2024-10-24,No,IT / CLB,UHC / Opp UHC,A2,1900-01-01 13:45:50,Sunny,11,8,6,7,3,4,6,4
Year 1,life sciences,No,To go to class,2,6,2024-10-24,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 16:08:16,Sunny,20,15,6,3,2,5,8,5
Year 3,malay studies,No,To go to class,2,32,2024-10-24,No,UTown,IT / CLB,D1,1900-01-01 14:20:31,Sunny,24,23,4,7,1,3,6,6
Year 3,data science and analytics,No,"To go to in-school accommodation (halls, RCs, houses etc.)",2,7,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,PGP,A2,1900-01-01 11:54:56,Sunny,27,3,8,7,6,3,3,3
Year 2,social work,No,To go to class,2,39,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 09:02:47,Sunny,21,9,5,7,4,8,9,8
Year 1,environmental studies,No,To go to class,3,23,2024-10-24,No,LT13 / Ventus,UHC / Opp UHC,A2,1900-01-01 14:43:51,Sunny,21,8,4,8,2,6,6,3
Year 3,psychology,No,To go to class,2,15,2024-10-24,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 10:32:10,Sunny,24,4,6,6,5,5,7,3
Year 1,quantitative finance,No,"To go to in-school accommodation (halls, RCs, houses etc.)",3,12,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,1900-01-01 10:36:25,Sunny,17,5,6,9,8,9,7,6
Year 4,sociology,No,To go to class,3,24,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,D2,1900-01-01 14:09:49,Sunny,45,3,7,8,6,7,10,5
Year 3,economics,No,To go to class,3,35,2024-10-24,No,UHC / Opp UHC,UTown,D2,1900-01-01 11:42:37,Sunny,33,13,4,8,5,3,8,7
Year 3,statistics,No,To go to class,3,10,2024-10-24,No,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 14:56:08,Sunny,11,7,4,6,1,9,6,2
Year 3,chemistry,Yes,To go to class,3,25,2024-10-24,Yes,LT27 / S17,IT / CLB,A1,1900-01-01 14:00:05,Sunny,44,11,6,7,7,4,4,5
Year 3,dentistry,No,"To go to in-school accommodation (halls, RCs, houses etc.)",2,13,2024-10-24,No,LT27 / S17,IT / CLB,A1,1900-01-01 10:02:47,Sunny,8,4,6,7,6,4,5,5
Year 2,dentistry,No,To go to class,2,16,2024-10-24,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 17:04:11,Sunny,28,5,5,7,5,5,7,5
Year 1,mathematics,No,To go to class,2,14,2024-10-24,No,IT / CLB,UTown,D1,1900-01-01 13:04:07,Sunny,18,4,5,6,3,5,5,6
Year 3,environmental engineering,No,To go to class,4,33,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 10:21:13,Sunny,19,11,2,4,5,3,9,8
Year 4,sociology,No,To go to class,2,35,2024-10-24,No,COM3,UTown,D2,1900-01-01 13:54:01,Sunny,15,8,3,6,4,3,6,3
Year 4,mathematics,No,To go to CCA sessions,2,16,2024-10-24,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 17:41:34,Sunny,17,10,6,6,3,4,8,5
Year 2,chemistry,No,To go to class,2,26,2024-10-24,No,IT / CLB,UTown,D1,1900-01-01 17:48:32,Sunny,4,2,4,7,8,3,7,7
Year 1,industrial systems engineering,No,To go to class,2,39,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 11:57:55,Sunny,31,6,7,8,3,3,10,4
Year 3,data science and analytics,No,To go to class,2,35,2024-10-24,Yes,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 10:04:28,Sunny,18,3,6,6,7,4,7,5
Year 4,global studies,No,To go to class,2,20,2024-10-24,No,LT13 / Ventus,PGP,A1,1900-01-01 13:58:16,Sunny,17,5,5,7,6,8,8,6
Year 3,mathematics,Yes,To go to MRT,2,48,2024-10-24,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 14:39:48,Sunny,33,9,9,9,3,4,3,6
Year 2,environmental engineering,No,To go to class,2,13,2024-10-24,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,D2,1900-01-01 16:23:40,Sunny,12,10,8,7,3,6,4,3
Year 1,business,No,To go to class,2,35,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 11:12:38,Sunny,21,7,4,5,4,3,7,7
Year 2,business analytics,No,To go to class,3,44,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,A1,1900-01-01 09:08:03,Sunny,65,9,8,8,4,8,7,4
Year 4,environmental engineering,No,To go to class,3,18,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 15:19:45,Sunny,14,7,4,7,4,6,9,5
Year 2,accountancy,Yes,To go to class,3,17,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 11:02:22,Sunny,11,4,1,5,7,5,7,5
Year 1,malay studies,No,"To go to in-school accommodation (halls, RCs, houses etc.)",3,24,2024-10-24,No,BIZ2 / Opp HSSML,LT13 / Ventus,A2,1900-01-01 13:13:11,Sunny,22,9,5,9,7,5,5,7
Year 1,materials science and engineering,No,To go to class,2,29,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 14:42:27,Sunny,25,5,6,3,6,2,8,8
Year 3,anthropology,No,To go to class,2,12,2024-10-24,No,LT27 / S17,BIZ2 / Opp HSSML,A2,1900-01-01 13:24:16,Sunny,6,11,6,4,4,6,9,6
Year 1,biomedical engineering,No,To go to MRT,3,36,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 16:00:21,Sunny,17,9,8,9,8,6,7,6
Year 2,data science and analytics,No,To go to class,1,29,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A1,1900-01-01 16:52:24,Sunny,20,8,6,8,5,4,8,6
Year 2,anthropology,No,To go to class,2,23,2024-10-24,No,PGP,LT27 / S17,D2,1900-01-01 09:46:03,Sunny,20,12,5,6,5,4,6,5
Year 4,social work,No,To go to class,3,20,2024-10-24,No,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 09:27:00,Sunny,10,14,4,9,5,5,8,5
Year 2,dentistry,Yes,To go for meals,2,36,2024-10-24,Yes,PGP,IT / CLB,A1,1900-01-01 09:31:51,Sunny,24,24,7,7,3,6,9,8
Year 4,accountancy,No,To go to class,2,11,2024-10-24,Yes,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 09:34:56,Sunny,6,5,5,6,6,3,5,6
Year 4,materials science and engineering,No,To go to class,2,26,2024-10-24,No,UTown,PGP,D2,1900-01-01 11:59:01,Sunny,13,7,8,6,5,5,10,5
Year 1,biomedical engineering,No,To go to class,1,14,2024-10-24,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 15:54:59,Rainy,21,7,5,10,3,5,8,5
Year 1,economics,No,To go to class,3,28,2024-10-24,No,IT / CLB,UHC / Opp UHC,A2,1900-01-01 12:46:10,Sunny,19,9,9,6,4,5,7,5
Year 1,anthropology,No,To go to class,2,14,2024-10-24,No,UTown,LT27 / S17,D2,1900-01-01 12:06:16,Sunny,18,9,8,10,5,3,8,8
Year 4,economics,No,To go to class,4,32,2024-10-24,No,UTown,LT27 / S17,D2,1900-01-01 15:07:41,Sunny,19,6,6,9,7,4,4,5
Year 2,social work,No,To go to class,2,25,2024-10-24,Yes,PGP,UHC / Opp UHC,A1,1900-01-01 12:54:53,Rainy,34,3,7,5,7,5,7,6
Year 1,life sciences,No,To go to class,3,14,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 11:00:33,Sunny,11,7,6,7,1,5,7,7
Year 4,pharmaceutical science,No,To go to class,2,18,2024-10-24,No,UHC / Opp UHC,UTown,D2,1900-01-01 15:32:39,Sunny,44,6,4,8,1,6,9,4
Year 4,food science and technology,Yes,To go to class,2,43,2024-10-24,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 18:36:23,Sunny,19,8,5,8,5,7,7,5
Year 1,industrial systems engineering,No,To go to class,3,44,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 11:46:49,Sunny,21,5,1,6,3,5,7,5
Year 1,data science and analytics,No,To go to class,3,21,2024-10-24,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 16:48:41,Sunny,15,15,6,6,8,7,5,7
Year 2,materials science and engineering,No,To go to class,2,9,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 08:10:31,Rainy,25,9,5,9,3,5,3,5
Year 1,industrial systems engineering,No,To go to class,3,16,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A1,1900-01-01 13:06:34,Sunny,18,6,7,6,3,3,6,8
Year 3,psychology,No,To go to class,2,6,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 14:32:02,Sunny,9,6,6,7,5,5,9,6
Year 3,materials science and engineering,No,To go to MRT,1,34,2024-10-24,Yes,UHC / Opp UHC,UTown,D2,1900-01-01 11:34:33,Sunny,31,10,5,7,3,2,6,5
Year 3,malay studies,No,To go to class,2,24,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A2,1900-01-01 10:53:27,Sunny,8,4,4,6,3,8,8,2
Year 1,political science,No,To go to MRT,4,27,2024-10-24,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 10:20:39,Sunny,31,6,6,10,6,4,7,5
Year 3,social work,No,To go to class,2,10,2024-10-24,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 15:14:33,Sunny,18,6,6,6,5,4,10,5
Year 1,chemistry,Yes,To go to class,4,28,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 11:45:54,Sunny,29,4,6,7,5,6,4,3
Year 1,social work,Yes,To go to class,2,28,2024-10-24,No,LT27 / S17,IT / CLB,A1,1900-01-01 10:16:25,Sunny,22,5,4,5,5,6,7,6
Year 3,dentistry,No,To go to MRT,2,17,2024-10-24,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 09:48:26,Sunny,17,7,5,8,4,4,6,5
Year 1,business analytics,Yes,To go to class,2,17,2024-10-24,No,UHC / Opp UHC,UTown,D2,1900-01-01 13:17:55,Sunny,37,2,5,3,5,5,7,4
Year 1,architecture,No,To go to class,2,12,2024-10-24,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 14:22:33,Sunny,11,9,2,7,4,6,7,8
Year 1,materials science and engineering,No,To go to class,3,23,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,D2,1900-01-01 11:16:23,Sunny,13,7,6,7,8,6,9,7
Year 4,business analytics,No,To go to class,2,5,2024-10-24,No,UTown,COM3,D1,1900-01-01 13:45:28,Sunny,12,10,4,5,1,9,7,4
Year 2,history,Yes,To go to class,1,7,2024-10-24,No,COM3,UTown,D2,1900-01-01 14:55:13,Sunny,8,3,6,5,5,4,9,7
Year 1,sociology,No,To go to class,2,21,2024-10-24,No,LT13 / Ventus,LT27 / S17,A1,1900-01-01 12:52:08,Rainy,9,3,5,7,4,7,7,6
Year 1,life sciences,No,To go to class,3,16,2024-10-24,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 17:23:09,Sunny,17,7,5,9,9,8,7,6
Year 2,nursing,No,To go to class,2,16,2024-10-24,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 20:27:44,Rainy,19,6,5,3,4,7,7,6
Year 3,mathematics,Yes,To go to class,3,20,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 13:05:15,Sunny,30,4,4,8,3,1,9,6
Year 2,mechanical engineering,No,To go to class,2,23,2024-10-24,No,IT / CLB,UHC / Opp UHC,A2,1900-01-01 11:50:30,Sunny,11,6,4,8,6,6,8,5
Year 3,data science and analytics,No,To go to class,1,10,2024-10-24,No,IT / CLB,PGP,A1,1900-01-01 15:34:42,Sunny,28,4,6,7,2,6,5,6
Year 4,data science and analytics,No,To go to class,3,27,2024-10-24,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 12:09:54,Rainy,24,7,5,7,4,6,5,4
Year 1,dentistry,No,To go to class,1,20,2024-10-24,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 13:55:57,Sunny,13,10,5,4,5,4,6,6
Year 4,food science and technology,No,To go to class,3,23,2024-10-24,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 13:11:31,Rainy,16,5,3,5,4,9,5,6
Year 4,sociology,No,To go for meals,3,26,2024-10-24,No,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 13:08:34,Sunny,25,11,5,8,8,8,9,4
Year 2,industrial systems engineering,No,To go to MRT,3,48,2024-10-24,Yes,BIZ2 / Opp HSSML,LT13 / Ventus,A2,1900-01-01 13:41:14,Sunny,10,11,3,5,4,4,6,8
Year 2,dentistry,No,To go for meals,2,9,2024-10-24,No,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 13:43:42,Sunny,27,6,8,6,4,6,9,5
Year 2,malay studies,No,"To go to in-school accommodation (halls, RCs, houses etc.)",3,26,2024-10-24,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 11:51:58,Sunny,14,8,7,7,3,3,8,6
Year 1,history,No,To go to class,1,37,2024-10-24,No,IT / CLB,UHC / Opp UHC,A1,1900-01-01 12:39:02,Rainy,38,5,6,7,7,4,9,7
Year 2,quantitative finance,No,To go to class,1,7,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 11:05:41,Sunny,41,10,4,8,5,5,6,5
Year 1,law,No,All of the above,4,34,2024-10-24,No,LT27 / S17,UHC / Opp UHC,D2,1900-01-01 13:45:09,Sunny,30,6,3,8,5,7,6,2
Year 4,pharmaceutical science,No,To go to class,2,26,2024-10-24,Yes,LT13 / Ventus,UTown,D1,1900-01-01 12:23:50,Sunny,14,2,8,7,3,7,5,2
Year 3,statistics,Yes,To go to class,2,18,2024-10-24,No,LT13 / Ventus,UTown,D1,1900-01-01 14:23:21,Sunny,34,15,6,8,8,3,8,3
Year 3,"politics, philosophy, economics",No,To go to class,2,16,2024-10-24,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 14:31:51,Sunny,31,10,7,6,8,4,6,6
Year 2,computer science,No,To go to class,2,29,2024-10-24,No,UHC / Opp UHC,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 11:35:57,Sunny,55,14,8,7,5,7,6,4
Year 2,food science and technology,No,To go to class,2,4,2024-10-24,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 17:20:07,Sunny,13,6,6,7,6,5,10,4
Year 3,malay studies,Yes,To go to class,3,26,2024-10-24,Yes,UTown,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 15:17:10,Sunny,37,21,4,10,4,7,2,1
Year 1,political science,No,To go for meals,2,15,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 14:04:48,Sunny,20,12,4,3,5,4,9,6
Year 4,global studies,No,To go to class,3,25,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,COM3,D2,1900-01-01 18:55:59,Sunny,30,7,5,7,3,6,7,7
Year 4,global studies,No,To go to class,2,42,2024-10-24,No,LT27 / S17,PGP,D2,1900-01-01 12:41:22,Rainy,27,7,4,7,2,8,8,4
Year 2,dentistry,Yes,To go to class,2,11,2024-10-24,Yes,UHC / Opp UHC,LT27 / S17,D2,1900-01-01 13:02:51,Sunny,18,11,4,6,6,7,4,6
Year 2,computer science,No,To go to class,2,32,2024-10-24,No,COM3,PGP,D2,1900-01-01 14:51:28,Sunny,17,14,2,9,6,6,9,6
Year 3,materials science and engineering,No,To go to class,1,14,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,UHC / Opp UHC,D2,1900-01-01 10:49:39,Sunny,23,14,7,6,8,3,3,5
Year 2,anthropology,No,To go to MRT,2,32,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 16:53:50,Sunny,12,5,8,5,7,3,6,6
Year 3,computer science,Yes,To go to class,2,22,2024-10-24,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 14:16:20,Sunny,27,10,6,8,6,3,5,6
Year 1,biomedical engineering,No,To go to class,6,16,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,COM3,D2,1900-01-01 11:45:36,Sunny,11,5,8,6,5,4,7,5
Year 3,business analytics,No,To go to class,1,18,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,COM3,D2,1900-01-01 17:23:43,Rainy,5,4,3,9,6,5,6,8
Year 1,sociology,No,"To go to in-school accommodation (halls, RCs, houses etc.)",3,30,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 12:06:35,Sunny,12,15,6,5,8,6,3,5
Year 3,malay studies,Yes,To go to MRT,2,7,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 12:48:41,Sunny,18,7,3,7,7,4,5,4
Year 4,industrial systems engineering,No,To go to class,2,8,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 14:17:31,Sunny,11,5,7,4,3,7,7,7
Year 1,business,No,To go to class,1,11,2024-10-24,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A1,1900-01-01 10:49:24,Sunny,4,2,9,6,3,5,5,4
Year 1,social work,No,To go to class,2,17,2024-10-24,No,UTown,PGP,D2,1900-01-01 12:45:20,Sunny,24,11,4,4,3,2,10,5
Year 1,economics,No,To go to class,3,19,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT13 / Ventus,A2,1900-01-01 13:23:45,Sunny,38,11,8,7,5,5,8,4
Year 1,pharmaceutical science,No,To go to class,3,12,2024-10-24,No,UTown,IT / CLB,D1,1900-01-01 15:10:24,Sunny,29,13,9,7,5,4,8,5
Year 1,geography,No,To go to class,3,38,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 13:03:09,Sunny,36,3,7,9,4,6,9,7
Year 4,economics,No,To go to class,5,16,2024-10-24,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 18:23:25,Sunny,22,13,3,8,5,1,4,6
Year 4,business analytics,No,To go to class,3,17,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 16:13:26,Sunny,45,11,3,7,4,4,9,5
Year 3,quantitative finance,No,To go to class,1,24,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 10:06:21,Sunny,10,1,5,5,7,6,7,7
Year 2,mechanical engineering,No,"To go to in-school accommodation (halls, RCs, houses etc.)",2,4,2024-10-24,Yes,UTown,UHC / Opp UHC,D2,1900-01-01 15:13:27,Rainy,13,10,6,6,5,5,9,6
Year 3,pharmaceutical science,No,To go to class,3,17,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 13:34:22,Sunny,15,4,6,9,4,8,5,6
Year 1,anthropology,No,To go to class,2,6,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,A1,1900-01-01 12:02:41,Sunny,17,3,6,4,6,6,7,4
Year 4,malay studies,Yes,To go to class,4,12,2024-10-24,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 12:08:09,Sunny,13,2,9,6,7,3,8,6
Year 3,biomedical engineering,No,To go to class,2,36,2024-10-24,No,Kent Ridge MRT / Opp Kent Ridge MRT,BIZ2 / Opp HSSML,A2,1900-01-01 14:45:46,Sunny,20,4,6,7,4,6,7,5
Year 2,economics,No,To go to class,3,51,2024-10-24,Yes,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 11:32:09,Sunny,55,16,10,8,6,6,5,7
Year 4,anthropology,No,To go to class,2,9,2024-10-24,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,LT27 / S17,D2,1900-01-01 15:14:17,Rainy,9,5,1,6,2,2,4,6
Year 2,pharmaceutical science,No,To go to class,3,23,2024-10-24,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 11:59:11,Sunny,15,11,5,9,4,7,9,6
Year 2,materials science and engineering,No,To go to class,2,24,2024-10-24,No,COM3,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 13:32:12,Sunny,48,8,5,7,7,4,8,7
Year 1,statistics,No,To go to class,1,41,2024-10-24,No,BIZ2 / Opp HSSML,IT / CLB,D1,1900-01-01 08:26:24,Rainy,30,10,6,8,1,5,7,6
Year 4,social work,No,To go to class,1,21,2024-10-24,No,IT / CLB,UTown,D1,1900-01-01 12:20:20,Sunny,20,7,6,9,6,8,8,4
Year 3,dentistry,No,To go to class,2,16,2024-10-24,No,UTown,LT27 / S17,D2,1900-01-01 11:32:12,Sunny,23,7,8,7,2,6,5,6
Year 4,pharmaceutical science,No,To go to class,2,18,2024-10-24,No,UTown,UHC / Opp UHC,D2,1900-01-01 11:36:04,Sunny,28,3,5,9,4,4,5,7
Year 4,life sciences,Yes,To go to class,2,29,2024-10-24,No,UHC / Opp UHC,LT27 / S17,D2,1900-01-01 10:06:50,Sunny,58,5,5,9,7,5,7,4
Year 1,statistics,No,To go to class,2,35,2024-10-24,No,LT13 / Ventus,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 10:17:39,Sunny,29,8,7,6,4,5,4,7
Year 3,"politics, philosophy, economics",No,To go to class,3,17,2024-10-24,No,UHC / Opp UHC,UTown,D2,1900-01-01 09:31:24,Sunny,26,7,5,9,5,4,8,5
Year 2,dentistry,No,To go to class,2,33,2024-10-24,No,LT27 / S17,Kent Ridge MRT / Opp Kent Ridge MRT,D2,1900-01-01 09:23:17,Sunny,55,19,4,8,5,7,7,6
Year 2,pharmaceutical science,No,To go to class,2,25,2024-10-24,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,UTown,D2,1900-01-01 14:04:46,Sunny,19,5,6,3,2,5,7,7
Year 4,"politics, philosophy, economics",No,To go to class,2,15,2024-10-24,Yes,IT / CLB,UTown,D1,1900-01-01 09:07:06,Sunny,25,5,3,7,1,5,9,4
Year 3,computer science,No,To go to class,4,23,2024-10-24,No,IT / CLB,Kent Ridge MRT / Opp Kent Ridge MRT,A2,1900-01-01 13:54:26,Sunny,23,2,4,6,3,5,6,2
Year 2,food science and technology,No,To go to class,2,35,2024-10-24,Yes,Kent Ridge MRT / Opp Kent Ridge MRT,IT / CLB,A1,1900-01-01 19:28:52,Sunny,10,9,3,7,5,9,4,4
Year 4,accountancy,No,To go to class,4,51,2024-10-24,No,LT27 / S17,IT / CLB,A1,1900-01-01 11:55:15,Sunny,25,5,7,10,3,8,8,7
Year 1,mechanical engineering,No,To go to class,2,2,2024-10-24,No,LT27 / S17,UHC / Opp UHC,A1,1900-01-01 14:52:20,Sunny,8,5,4,5,5,5,6,1
